Name,Position,link,Active
Ken Fantetti,LB,pro-football-reference.com/players/F/FantKe20.htm,no
Ledio Fanucchi,T-DT,pro-football-reference.com/players/F/FanuLe20.htm,no
Mike Fanucci,DE,pro-football-reference.com/players/F/FanuMi20.htm,no
Chris Farasopoulos,DB,pro-football-reference.com/players/F/FaraCh20.htm,no
Hap Farber,LB,pro-football-reference.com/players/F/FarbHa20.htm,no
Justin Fargas,FB,pro-football-reference.com/players/F/FargJu00.htm,no
Nick Farina,C,pro-football-reference.com/players/F/FariNi20.htm,no
Andy Farkas,FB-HB-WB,pro-football-reference.com/players/F/FarkAn20.htm,no
Dale Farley,LB,pro-football-reference.com/players/F/FarlDa20.htm,no
Dick Farley,DB,pro-football-reference.com/players/F/FarlDi20.htm,no
John Farley,RB,pro-football-reference.com/players/F/FarlJo20.htm,no
Matthias Farley,DB,pro-football-reference.com/players/F/FarlMa00.htm,yes
Dick Farman,G,pro-football-reference.com/players/F/FarmDi20.htm,no
Danny Farmer,WR,pro-football-reference.com/players/F/FarmDa00.htm,no
Dave Farmer,RB,pro-football-reference.com/players/F/FarmDa20.htm,no
George Farmer,WR,pro-football-reference.com/players/F/FarmGe01.htm,no
George Farmer,WR,pro-football-reference.com/players/F/FarmGe00.htm,no
George Farmer,RB,pro-football-reference.com/players/F/FarmGe02.htm,no
Karl Farmer,WR,pro-football-reference.com/players/F/FarmKa00.htm,no
Lonnie Farmer,LB,pro-football-reference.com/players/F/FarmLo20.htm,no
Ray Farmer,LB,pro-football-reference.com/players/F/FarmRa20.htm,no
Robert Farmer,RB,pro-football-reference.com/players/F/FarmRo20.htm,no
Roger Farmer,WR,pro-football-reference.com/players/F/FarmRo21.htm,no
Ted Farmer,RB,pro-football-reference.com/players/F/FarmTe20.htm,no
Tom Farmer,HB,pro-football-reference.com/players/F/FarmTo20.htm,no
John Farquhar,TE,pro-football-reference.com/players/F/FarqJo00.htm,no
D'Marco Farr,DT,pro-football-reference.com/players/F/FarrDM20.htm,no
Mel Farr,RB,pro-football-reference.com/players/F/FarrMe00.htm,no
Mel Farr,RB,pro-football-reference.com/players/F/FarrMe20.htm,no
Mike Farr,WR,pro-football-reference.com/players/F/FarrMi00.htm,no
Miller Farr,DB,pro-football-reference.com/players/F/FarrMi01.htm,no
Ken Farragut,C-LB,pro-football-reference.com/players/F/FarrKe00.htm,no
Vinnie Farrar,G-BB,pro-football-reference.com/players/F/FarrVe20.htm,no
Dillon Farrell,C,pro-football-reference.com/players/F/FarrDi00.htm,no
Scrapper Farrell,FB,pro-football-reference.com/players/F/FarrSc20.htm,no
Sean Farrell,G-T,pro-football-reference.com/players/F/FarrSe20.htm,no
Paul Farren,T-G,pro-football-reference.com/players/F/FarrPa20.htm,no
Curt Farrier,DT,pro-football-reference.com/players/F/FarrCu20.htm,no
Bo Farrington,SE-WR,pro-football-reference.com/players/F/FarrBo00.htm,no
James Farrior,LB,pro-football-reference.com/players/F/FarrJa99.htm,no
Jimmy Farris,WR,pro-football-reference.com/players/F/FarrJi00.htm,no
John Farris,G,pro-football-reference.com/players/F/FarrJo20.htm,no
Kris Farris,T,pro-football-reference.com/players/F/FarrKr20.htm,no
Tom Farris,QB,pro-football-reference.com/players/F/FarrTo20.htm,no
Kenneth Farrow,RB,pro-football-reference.com/players/F/FarrKe02.htm,no
Heath Farwell,LB,pro-football-reference.com/players/F/FarwHe20.htm,no
Brett Faryniarz,LB,pro-football-reference.com/players/F/FaryBr20.htm,no
Randy Fasani,QB,pro-football-reference.com/players/F/FasaRa00.htm,no
Anthony Fasano,TE,pro-football-reference.com/players/F/FasaAn00.htm,no
Ciatrick Fason,RB,pro-football-reference.com/players/F/FasoCi00.htm,no
Greg Fassitt,DB,pro-football-reference.com/players/F/FassGr20.htm,no
Mario Fatafehi,DT,pro-football-reference.com/players/F/FataMa20.htm,no
T.J. Fatinikun,DE,pro-football-reference.com/players/F/FatiT.00.htm,no
Folorunso Fatukasi,DT,pro-football-reference.com/players/F/FatuFo00.htm,yes
Chuck Faucette,LB,pro-football-reference.com/players/F/FaucCh20.htm,no
Kevin Faulk,RB,pro-football-reference.com/players/F/FaulKe00.htm,no
Marshall Faulk,RB,pro-football-reference.com/players/F/FaulMa00.htm,no
Trev Faulk,LB,pro-football-reference.com/players/F/FaulTr20.htm,no
Chris Faulkner,TE,pro-football-reference.com/players/F/FaulCh20.htm,no
Jeff Faulkner,DE-DT,pro-football-reference.com/players/F/FaulJe20.htm,no
Staley Faulkner,T,pro-football-reference.com/players/F/FaulSt20.htm,no
Ta'ase Faumui,DE,pro-football-reference.com/players/F/FaumTa20.htm,no
Wilson Faumuina,DT-DE-NT,pro-football-reference.com/players/F/FaumWi20.htm,no
Christian Fauria,TE,pro-football-reference.com/players/F/FaurCh00.htm,no
Joseph Fauria,TE,pro-football-reference.com/players/F/FaurJo00.htm,no
Ron Faurot,DE-DT,pro-football-reference.com/players/F/FaurRo20.htm,no
Frank Fausch,FB-T,pro-football-reference.com/players/F/FausFr20.htm,no
Dick Faust,T-G-E,pro-football-reference.com/players/F/FausDi20.htm,no
George Faust,BB,pro-football-reference.com/players/F/FausGe20.htm,no
Paul Faust,LB,pro-football-reference.com/players/F/FausPa20.htm,no
Hal Faverty,LB-DE-C,pro-football-reference.com/players/F/FaveHa20.htm,no
Greg Favors,LB-DE,pro-football-reference.com/players/F/FavoGr20.htm,no
Brett Favre,QB,pro-football-reference.com/players/F/FavrBr00.htm,no
Calvin Favron,LB,pro-football-reference.com/players/F/FavrCa20.htm,no
Jake Fawcett,T-G,pro-football-reference.com/players/F/FawcJa20.htm,no
Doc Fay,E,pro-football-reference.com/players/F/FayxDo20.htm,no
John Faylor,DB,pro-football-reference.com/players/F/FaylJo20.htm,no
Jarred Fayson,WR,pro-football-reference.com/players/F/FaysJa00.htm,no
Jermaine Fazande,RB,pro-football-reference.com/players/F/FazaJe00.htm,no
Ron Fazio,TE,pro-football-reference.com/players/F/FaziRo20.htm,no
Ricky Feacher,WR,pro-football-reference.com/players/F/FeacRi00.htm,no
Wiley Feagin,G,pro-football-reference.com/players/F/FeagWi20.htm,no
Jeff Feagles,P,pro-football-reference.com/players/F/FeagJe20.htm,no
Tom Feamster,T-DE,pro-football-reference.com/players/F/FeamTo20.htm,no
Tom Fears,E,pro-football-reference.com/players/F/FearTo00.htm,no
Willie Fears,DE,pro-football-reference.com/players/F/FearWi20.htm,no
Grant Feasel,C,pro-football-reference.com/players/F/FeasGr20.htm,no
Greg Feasel,T,pro-football-reference.com/players/F/FeasGr21.htm,no
Bill Feaster,T-C,pro-football-reference.com/players/F/FeasBi20.htm,no
Tiny Feather,B,pro-football-reference.com/players/F/FeatTi20.htm,no
Beattie Feathers,HB-WB,pro-football-reference.com/players/F/FeatBe00.htm,no
Terrence Fede,DE,pro-football-reference.com/players/F/FedeTe00.htm,no
Creig Federico,DB,pro-football-reference.com/players/F/FedeCr20.htm,no
Daniel Federkeil,T,pro-football-reference.com/players/F/FedeDa20.htm,no
John Federovitch,T,pro-football-reference.com/players/F/FedeJo20.htm,no
Joe Federspiel,LB,pro-football-reference.com/players/F/FedeJo21.htm,no
Walt Fedora,FB,pro-football-reference.com/players/F/FedoWa20.htm,no
Gerry Feehery,C-G,pro-football-reference.com/players/F/FeehGe20.htm,no
A.J. Feeley,QB,pro-football-reference.com/players/F/FeelA.00.htm,no
Jay Feely,K,pro-football-reference.com/players/F/feelyjay01.htm,no
Al Feeney,C,pro-football-reference.com/players/F/FeenAl20.htm,no
Dan Feeney,OG,pro-football-reference.com/players/F/FeenDa00.htm,yes
Howard Feggins,DB,pro-football-reference.com/players/F/FeggHo20.htm,no
Nick Feher,G,pro-football-reference.com/players/F/FeheNi20.htm,no
Bernie Feibish,C,pro-football-reference.com/players/F/FeibBe20.htm,no
Andy Feichtinger,E,pro-football-reference.com/players/F/FeicAn20.htm,no
Curtis Feigt,T,pro-football-reference.com/players/F/FeigCu01.htm,no
Matt Feiler,T,pro-football-reference.com/players/F/FeilMa00.htm,yes
Ray Feinga,G,pro-football-reference.com/players/F/FeinRa20.htm,no
Lou Feist,E-T-FB,pro-football-reference.com/players/F/FeisLo20.htm,no
Clayton Fejedelem,FS,pro-football-reference.com/players/F/FejeCl00.htm,yes
Gene Fekete,FB-LB,pro-football-reference.com/players/F/FekeGe20.htm,no
John Fekete,HB-DB,pro-football-reference.com/players/F/FekeJo20.htm,no
Nip Felber,E,pro-football-reference.com/players/F/FelbNi20.htm,no
Bobby Felder,CB,pro-football-reference.com/players/F/FeldBo00.htm,no
Bill Feldhaus,G-T,pro-football-reference.com/players/F/FeldBi20.htm,no
Paul Feldhausen,T,pro-football-reference.com/players/F/FeldPa20.htm,no
Todd Feldman,WR,pro-football-reference.com/players/F/FeldTo20.htm,no
Jon Feliciano,OG,pro-football-reference.com/players/F/FeliJo00.htm,yes
Gene Felker,E,pro-football-reference.com/players/F/FelkGe20.htm,no
Happy Feller,K,pro-football-reference.com/players/F/FellHa20.htm,no
Mark Fellows,LB,pro-football-reference.com/players/F/FellMa20.htm,no
Ron Fellows,DB,pro-football-reference.com/players/F/FellRo20.htm,no
Daniel Fells,TE,pro-football-reference.com/players/F/FellDa00.htm,no
Darren Fells,TE,pro-football-reference.com/players/F/FellDa01.htm,yes
Dick Felt,DB,pro-football-reference.com/players/F/FeltDi00.htm,no
Eric Felton,DB,pro-football-reference.com/players/F/FeltEr20.htm,no
Jerome Felton,RB,pro-football-reference.com/players/F/FeltJe00.htm,no
Joe Felton,G,pro-football-reference.com/players/F/FeltJo20.htm,no
Ralph Felton,LB-DB-FB,pro-football-reference.com/players/F/FeltRa20.htm,no
Bobby Felts,HB,pro-football-reference.com/players/F/FeltBo00.htm,no
Tom Fena,G,pro-football-reference.com/players/F/FenaTo20.htm,no
Gary Fencik,DB,pro-football-reference.com/players/F/FencGa00.htm,no
Dick Fencl,E,pro-football-reference.com/players/F/FencDi20.htm,no
James Fenderson,RB,pro-football-reference.com/players/F/FendJa00.htm,no
Chuck Fenenbock,HB-TB,pro-football-reference.com/players/F/FeneCh20.htm,no
Gill Fenerty,RB,pro-football-reference.com/players/F/FeneGi00.htm,no
Bob Fenimore,HB,pro-football-reference.com/players/F/FeniBo20.htm,no
Carl Fennema,C-LB,pro-football-reference.com/players/F/FennCa20.htm,no
Chandler Fenner,CB,pro-football-reference.com/players/F/FennCh00.htm,no
Derrick Fenner,RB,pro-football-reference.com/players/F/FennDe00.htm,no
Harold Fenner,E,pro-football-reference.com/players/F/FennHa20.htm,no
Lane Fenner,WR,pro-football-reference.com/players/F/FennLa20.htm,no
Rick Fenney,RB,pro-football-reference.com/players/F/FennRi00.htm,no
Rashad Fenton,CB,pro-football-reference.com/players/F/FentRa00.htm,yes
James Ferentz,C,pro-football-reference.com/players/F/FereJa00.htm,yes
Duke Fergerson,WR,pro-football-reference.com/players/F/FergDu00.htm,no
Bill Ferguson,LB,pro-football-reference.com/players/F/FergBi20.htm,no
Bob Ferguson,FB,pro-football-reference.com/players/F/FergBo00.htm,no
Charley Ferguson,WR-TE,pro-football-reference.com/players/F/FergCh00.htm,no
D'Brickashaw Ferguson,T,pro-football-reference.com/players/F/FergDB20.htm,no
Ego Ferguson,DT,pro-football-reference.com/players/F/FergEg00.htm,no
Gene Ferguson,T-DT,pro-football-reference.com/players/F/FergGe20.htm,no
Howie Ferguson,FB-HB,pro-football-reference.com/players/F/FergHo00.htm,no
James Ferguson,C-LB,pro-football-reference.com/players/F/FergJa20.htm,no
Jason Ferguson,DT-NT,pro-football-reference.com/players/F/FergJa21.htm,no
Jaylon Ferguson,"DE
",pro-football-reference.com/players/F/FergJa02.htm,yes
Joe Ferguson,QB,pro-football-reference.com/players/F/FergJo00.htm,no
Josh Ferguson,RB,pro-football-reference.com/players/F/FergJo02.htm,no
Keith Ferguson,DE,pro-football-reference.com/players/F/FergKe20.htm,no
Kevin Ferguson,TE,pro-football-reference.com/players/F/FergKe21.htm,no
Larry Ferguson,HB,pro-football-reference.com/players/F/FergLa00.htm,no
Nick Ferguson,DB,pro-football-reference.com/players/F/FergNi20.htm,no
Reid Ferguson,LS,pro-football-reference.com/players/F/FergRe00.htm,yes
Robert Ferguson,WR,pro-football-reference.com/players/F/FergRo00.htm,no
Tom Ferguson,T,pro-football-reference.com/players/F/FergTo20.htm,no
Vagas Ferguson,RB,pro-football-reference.com/players/F/FergVa00.htm,no
Fritz Ferko,T,pro-football-reference.com/players/F/FerkFr20.htm,no
Ron Fernandes,DE-DT,pro-football-reference.com/players/F/FernRo20.htm,no
Manny Fernandez,DT-DE,pro-football-reference.com/players/F/FernMa20.htm,no
Mervyn Fernandez,WR,pro-football-reference.com/players/F/FernMe00.htm,no
Vince Ferragamo,QB,pro-football-reference.com/players/F/FerrVi00.htm,no
Jack Ferrante,E-DE,pro-football-reference.com/players/F/FerrJa20.htm,no
Orlando Ferrante,G,pro-football-reference.com/players/F/FerrOr20.htm,no
Frank Ferrara,DE,pro-football-reference.com/players/F/FerrFr20.htm,no
Ron Ferrari,LB,pro-football-reference.com/players/F/FerrRo20.htm,no
Bill Ferrario,G,pro-football-reference.com/players/F/FerrBi20.htm,no
Bob Ferrell,RB,pro-football-reference.com/players/F/FerrBo00.htm,no
Clelin Ferrell,EDGE,pro-football-reference.com/players/F/FerrCl00.htm,yes
Earl Ferrell,RB,pro-football-reference.com/players/F/FerrEa00.htm,no
Diamond Ferri,DB,pro-football-reference.com/players/F/FerrDi00.htm,no
Neil Ferris,DB-HB,pro-football-reference.com/players/F/FerrNe20.htm,no
Lou Ferry,DT-T,pro-football-reference.com/players/F/FerrLo20.htm,no
Paul Fersen,T,pro-football-reference.com/players/F/FersPa20.htm,no
Howard Fest,G-T,pro-football-reference.com/players/F/FestHo20.htm,no
Jim Fetherston,LB,pro-football-reference.com/players/F/FethJi20.htm,no
Gus Fetz,HB,pro-football-reference.com/players/F/FetzGu20.htm,no
John Fiala,LB,pro-football-reference.com/players/F/FialJo20.htm,no
Tony Fiammetta,RB,pro-football-reference.com/players/F/FiamTo00.htm,no
Dan Ficca,G,pro-football-reference.com/players/F/FiccDa20.htm,no
Leon Fichman,T,pro-football-reference.com/players/F/FichLe20.htm,no
Brad Fichtel,C,pro-football-reference.com/players/F/FichBr20.htm,no
Ross Fichtner,DB,pro-football-reference.com/players/F/FichRo20.htm,no
Sam Ficken,K,pro-football-reference.com/players/F/FickSa00.htm,yes
Bill Fiedler,G,pro-football-reference.com/players/F/FiedBi20.htm,no
Jay Fiedler,QB,pro-football-reference.com/players/F/FiedJa00.htm,no
C.J. Fiedorowicz,TE,pro-football-reference.com/players/F/FiedC.00.htm,no
Amod Field,WR,pro-football-reference.com/players/F/FielAm20.htm,no
Doak Field,LB,pro-football-reference.com/players/F/FielDo20.htm,no
Harry Field,T,pro-football-reference.com/players/F/FielHa20.htm,no
Don Fielder,DE,pro-football-reference.com/players/F/FielDo21.htm,no
Anthony Fieldings,LB,pro-football-reference.com/players/F/FielAn20.htm,no
Aaron Fields,DE,pro-football-reference.com/players/F/FielAa20.htm,no
Angelo Fields,T,pro-football-reference.com/players/F/FielAn21.htm,no
Anthony Fields,DB,pro-football-reference.com/players/F/FielAn22.htm,no
Brandon Fields,P,pro-football-reference.com/players/F/FielBr20.htm,no
Carlos Fields,LB,pro-football-reference.com/players/F/FielCa00.htm,no
Edgar Fields,DT-DE,pro-football-reference.com/players/F/FielEd20.htm,no
Floyd Fields,DB,pro-football-reference.com/players/F/FielFl20.htm,no
George Fields,DT-DE,pro-football-reference.com/players/F/FielGe20.htm,no
Greg Fields,DE,pro-football-reference.com/players/F/FielGr20.htm,no
Jaime Fields,LB,pro-football-reference.com/players/F/FielJa20.htm,no
Jeff Fields,DT,pro-football-reference.com/players/F/FielJe20.htm,no
Jerry Fields,LB,pro-football-reference.com/players/F/FielJe21.htm,no
Jitter Fields,DB,pro-football-reference.com/players/F/FielJi20.htm,no
Joe Fields,C-G,pro-football-reference.com/players/F/FielJo00.htm,no
Mark Fields,LB,pro-football-reference.com/players/F/FielMa99.htm,no
Mark Fields,CB,pro-football-reference.com/players/F/FielMa01.htm,yes
Ronald Fields,DT,pro-football-reference.com/players/F/FielRo20.htm,no
Scott Fields,LB,pro-football-reference.com/players/F/FielSc20.htm,no
Ralph Fife,G,pro-football-reference.com/players/F/FifeRa20.htm,no
Bill Fifer,T,pro-football-reference.com/players/F/FifeBi20.htm,no
Steve Fifita,DT,pro-football-reference.com/players/F/FifiSt99.htm,no
Cedric Figaro,LB,pro-football-reference.com/players/F/FigaCe20.htm,no
George Figner,DB,pro-football-reference.com/players/F/FignGe20.htm,no
Deon Figures,DB,pro-football-reference.com/players/F/FiguDe20.htm,no
Yamon Figurs,WR,pro-football-reference.com/players/F/FiguYa00.htm,no
Dan Fike,G-T,pro-football-reference.com/players/F/FikeDa20.htm,no
John Filak,T-G,pro-football-reference.com/players/F/FilaJo20.htm,no
Frank Filchock,TB-QB-HB,pro-football-reference.com/players/F/FilcFr20.htm,no
Jim Files,LB,pro-football-reference.com/players/F/FileJi20.htm,no
Bojay Filimoeatu,LB,pro-football-reference.com/players/F/FiliBo00.htm,no
Filip Filipovic,P,pro-football-reference.com/players/F/FiliFi20.htm,no
Steve Filipowicz,FB-BB,pro-football-reference.com/players/F/FiliSt20.htm,no
Gene Filipski,HB,pro-football-reference.com/players/F/FiliGe20.htm,no
John Fina,T,pro-football-reference.com/players/F/FinaJo20.htm,no
Tevita Finau,DT,pro-football-reference.com/players/F/FinaTe00.htm,no
Bull Finch,BB-FB,pro-football-reference.com/players/F/FincBu20.htm,no
Karl Finch,WR,pro-football-reference.com/players/F/FincKa20.htm,no
Sharif Finch,LB,pro-football-reference.com/players/F/FincSh00.htm,yes
Steve Finch,WR,pro-football-reference.com/players/F/FincSt20.htm,no
Alfred Fincher,LB,pro-football-reference.com/players/F/FincAl20.htm,no
Derek Fine,TE,pro-football-reference.com/players/F/FineDe00.htm,no
Mike Fink,DB,pro-football-reference.com/players/F/FinkMi20.htm,no
Matt Finkes,DE,pro-football-reference.com/players/F/FinkMi21.htm,no
Jim Finks,QB-DB-TB,pro-football-reference.com/players/F/FinkJi00.htm,no
Jack Finlay,G-LB,pro-football-reference.com/players/F/FinlJa20.htm,no
Clint Finley,DB,pro-football-reference.com/players/F/FinlCl20.htm,no
Jermichael Finley,TE,pro-football-reference.com/players/F/FinlJe00.htm,no
Bernie Finn,B,pro-football-reference.com/players/F/FinnBe20.htm,no
Jack Finn,B,pro-football-reference.com/players/F/FinnJa20.htm,no
Jim Finn,FB,pro-football-reference.com/players/F/FinnJi00.htm,no
Cortland Finnegan,DB,pro-football-reference.com/players/F/FinnCo20.htm,no
James Finnegan,E-QB,pro-football-reference.com/players/F/FinnJa21.htm,no
Brian Finneran,WR,pro-football-reference.com/players/F/FinnBr00.htm,no
Gary Finneran,DE-DT,pro-football-reference.com/players/F/FinnGa20.htm,no
B.J. Finney,C,pro-football-reference.com/players/F/FinnB.01.htm,yes
Roger Finnie,T-G-DT,pro-football-reference.com/players/F/FinnRo20.htm,no
Tom Finnin,DT,pro-football-reference.com/players/F/FinnTo20.htm,no
Russ Finsterwald,WB,pro-football-reference.com/players/F/FinsRu20.htm,no
Dave Finzer,P,pro-football-reference.com/players/F/FinzDa20.htm,no
Dave Fiore,G-T,pro-football-reference.com/players/F/FiorDa20.htm,no
Al Fiorentino,G,pro-football-reference.com/players/F/FiorAl20.htm,no
Ed Fiorentino,DE,pro-football-reference.com/players/F/FiorEd20.htm,no
Anthony Firkser,TE,pro-football-reference.com/players/F/FirkAn00.htm,yes
Bill Fischer,T-G-DT,pro-football-reference.com/players/F/FiscBi00.htm,no
Clarke Fischer,HB,pro-football-reference.com/players/F/FiscCl20.htm,no
Clete Fischer,HB,pro-football-reference.com/players/F/FiscCl21.htm,no
Mark Fischer,C,pro-football-reference.com/players/F/FiscMa20.htm,no
Pat Fischer,DB,pro-football-reference.com/players/F/FiscPa00.htm,no
Joe Fishback,DB,pro-football-reference.com/players/F/FishJo20.htm,no
Dick Fishel,B,pro-football-reference.com/players/F/FishDi20.htm,no
Bob Fisher,T,pro-football-reference.com/players/F/FishBo20.htm,no
Bob Fisher,TE,pro-football-reference.com/players/F/FishBo00.htm,no
Bryce Fisher,DE,pro-football-reference.com/players/F/FishBr20.htm,no
Charles Fisher,DB,pro-football-reference.com/players/F/FishCh20.htm,no
Darrell Fisher,TB-FB,pro-football-reference.com/players/F/FishDa20.htm,no
Doug Fisher,LB,pro-football-reference.com/players/F/FishDo20.htm,no
Ed Fisher,G-C-DE,pro-football-reference.com/players/F/FishEd20.htm,no
Eddie Fisher,G,pro-football-reference.com/players/F/FishEd21.htm,no
Eric Fisher,OT,pro-football-reference.com/players/F/FishEr00.htm,yes
Ev Fisher,BB-E,pro-football-reference.com/players/F/FishEv20.htm,no
George Fisher,T,pro-football-reference.com/players/F/FishGe20.htm,no
Jake Fisher,OT,pro-football-reference.com/players/F/FishJa00.htm,no
Jeff Fisher,DB,pro-football-reference.com/players/F/FishJe20.htm,no
Levar Fisher,LB,pro-football-reference.com/players/F/FishLe20.htm,no
Mike Fisher,WR,pro-football-reference.com/players/F/FishMi20.htm,no
Ray Fisher,DT-T-G,pro-football-reference.com/players/F/FishRa20.htm,no
Tony Fisher,RB,pro-football-reference.com/players/F/FishTo00.htm,no
Travis Fisher,DB,pro-football-reference.com/players/F/FishTr20.htm,no
Alec Fishman,G-FB,pro-football-reference.com/players/F/FishAl20.htm,no
Bill Fisk,E-DE,pro-football-reference.com/players/F/FiskBi20.htm,no
Jason Fisk,DT-NT,pro-football-reference.com/players/F/FiskJa20.htm,no
Max Fiske,B-E,pro-football-reference.com/players/F/FiskMa20.htm,no
Galen Fiss,LB,pro-football-reference.com/players/F/FissGa00.htm,no
Kylie Fitts,DE,pro-football-reference.com/players/F/FittKy00.htm,yes
France Fitzgerald,BB-HB,pro-football-reference.com/players/F/FitzFr20.htm,no
Freeman Fitzgerald,C-G,pro-football-reference.com/players/F/FitzFr21.htm,no
Greg Fitzgerald,DE,pro-football-reference.com/players/F/FitzGr20.htm,no
Jamie Fitzgerald,DB,pro-football-reference.com/players/F/FitzJa20.htm,no
Jim Fitzgerald,C,pro-football-reference.com/players/F/FitzJi20.htm,no
Joe Fitzgerald,E,pro-football-reference.com/players/F/FitzJo20.htm,no
John Fitzgerald,C-G,pro-football-reference.com/players/F/FitzJo21.htm,no
Kevin Fitzgerald,TE,pro-football-reference.com/players/F/FitzKe20.htm,no
Larry Fitzgerald,WR,pro-football-reference.com/players/F/FitzLa00.htm,yes
Mickey Fitzgerald,RB,pro-football-reference.com/players/F/FitzMi20.htm,no
Mike Fitzgerald,DB,pro-football-reference.com/players/F/FitzMi21.htm,no
Paul Fitzgibbon,B,pro-football-reference.com/players/F/FitzPa20.htm,no
Steve Fitzhugh,DB,pro-football-reference.com/players/F/FitzSt20.htm,no
Bob Fitzke,WB,pro-football-reference.com/players/F/FitzBo20.htm,no
Scott Fitzkee,WR,pro-football-reference.com/players/F/FitzSc00.htm,no
James FitzPatrick,T-G,pro-football-reference.com/players/F/FitzJa21.htm,no
Minkah Fitzpatrick,FS,pro-football-reference.com/players/F/FitzMi00.htm,yes
Ryan Fitzpatrick,QB,pro-football-reference.com/players/F/FitzRy00.htm,yes
Casey Fitzsimmons,TE,pro-football-reference.com/players/F/FitzCa00.htm,no
Joe Flacco,QB,pro-football-reference.com/players/F/FlacJo00.htm,yes
Jack Flagerman,C-LB,pro-football-reference.com/players/F/FlagJa20.htm,no
Terrence Flagler,RB,pro-football-reference.com/players/F/FlagTe00.htm,no
Dick Flaherty,E,pro-football-reference.com/players/F/FlahDi20.htm,no
Harry Flaherty,LB,pro-football-reference.com/players/F/FlahHa20.htm,no
Jim Flaherty,E-HB,pro-football-reference.com/players/F/FlahJi20.htm,no
Ray Flaherty,E-DE,pro-football-reference.com/players/F/FlahRa20.htm,no
Tom Flaherty,LB,pro-football-reference.com/players/F/FlahTo20.htm,no
Dick Flanagan,LB-G-C,pro-football-reference.com/players/F/FlanDi20.htm,no
Ed Flanagan,C,pro-football-reference.com/players/F/FlanEd00.htm,no
Hoot Flanagan,TB-WB,pro-football-reference.com/players/F/FlanHo20.htm,no
Latham Flanagan,E,pro-football-reference.com/players/F/FlanLa20.htm,no
Matt Flanagan,TE,pro-football-reference.com/players/F/FlanMa00.htm,yes
Mike Flanagan,C-T,pro-football-reference.com/players/F/FlanMi00.htm,no
Jim Flanigan,LB,pro-football-reference.com/players/F/FlanJi20.htm,no
Jim Flanigan,DT,pro-football-reference.com/players/F/FlanJi21.htm,no
John Flannery,G-C,pro-football-reference.com/players/F/FlanJo20.htm,no
Bill Flannigan,T,pro-football-reference.com/players/F/FlanBi20.htm,no
Paul Flatley,WR-FL,pro-football-reference.com/players/F/FlatPa00.htm,no
Willie Flattery,G-E,pro-football-reference.com/players/F/FlatWi20.htm,no
Jack Flavin,FB,pro-football-reference.com/players/F/FlavJa20.htm,no
P.J. Fleck,WR,pro-football-reference.com/players/F/FlecP.20.htm,no
Bill Fleckenstein,G-E-T-C,pro-football-reference.com/players/F/FlecBi20.htm,no
Coby Fleener,TE,pro-football-reference.com/players/F/FleeCo00.htm,no
Jack Fleischmann,G,pro-football-reference.com/players/F/FleiJa20.htm,no
Cameron Fleming,OT,pro-football-reference.com/players/F/FlemCa00.htm,yes
Cory Fleming,WR,pro-football-reference.com/players/F/FlemCo20.htm,no
Darius Fleming,OLB,pro-football-reference.com/players/F/FlemDa00.htm,no
Don Fleming,DB,pro-football-reference.com/players/F/FlemDo20.htm,no
George Fleming,HB-K,pro-football-reference.com/players/F/FlemGe20.htm,no
Jamell Fleming,CB,pro-football-reference.com/players/F/FlemJa00.htm,no
Marv Fleming,TE-SE,pro-football-reference.com/players/F/FlemMa00.htm,no
Troy Fleming,RB,pro-football-reference.com/players/F/FlemTr00.htm,no
Wilmer Fleming,HB,pro-football-reference.com/players/F/FlemWi20.htm,no
Zeron Flemister,TE,pro-football-reference.com/players/F/FlemZe00.htm,no
Ronald Flemons,DE,pro-football-reference.com/players/F/FlemRo20.htm,no
Mack Flenniken,B,pro-football-reference.com/players/F/FlenMa20.htm,no
Andrew Fletcher,FB,pro-football-reference.com/players/F/FletAn20.htm,no
Arthur Fletcher,E,pro-football-reference.com/players/F/FletAr20.htm,no
Billy Fletcher,DB,pro-football-reference.com/players/F/FletBi20.htm,no
Bradley Fletcher,DB,pro-football-reference.com/players/F/FletBr99.htm,no
Bryan Fletcher,TE,pro-football-reference.com/players/F/FletBr00.htm,no
Chris Fletcher,DB,pro-football-reference.com/players/F/FletCh20.htm,no
Dane Fletcher,DE,pro-football-reference.com/players/F/FletDa00.htm,no
Derrick Fletcher,T-G,pro-football-reference.com/players/F/FletDe20.htm,no
Donnie Fletcher,CB,pro-football-reference.com/players/F/FletDo00.htm,no
Jamar Fletcher,DB,pro-football-reference.com/players/F/FletJa20.htm,no
John Fletcher,G,pro-football-reference.com/players/F/FletJo20.htm,no
London Fletcher,LB,pro-football-reference.com/players/F/FletLo20.htm,no
Oliver Fletcher,G,pro-football-reference.com/players/F/FletOl20.htm,no
Simon Fletcher,LB-DE,pro-football-reference.com/players/F/FletSi20.htm,no
Terrell Fletcher,RB,pro-football-reference.com/players/F/FletTe00.htm,no
Tom Flick,QB,pro-football-reference.com/players/F/FlicTo00.htm,no
Paul Flinn,E,pro-football-reference.com/players/F/FlinPa20.htm,no
Ryan Flinn,P,pro-football-reference.com/players/F/FlinRy20.htm,no
George Flint,G,pro-football-reference.com/players/F/FlinGe00.htm,no
Judson Flint,DB,pro-football-reference.com/players/F/FlinJu20.htm,no
